dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.subject.keywords,item.collection,item.openaireRights,dc.authority.people,
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564486,eng;ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564487,eng;ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564489,eng;ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564490,ita;eng,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564493,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564494,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564495,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564496,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564557,ita;eng,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564558,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564560,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564660,ita,2009,-,-,-,-,-,Televisione; Narrazione; Fiction; Detection Story.,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ZINGALE, SALVATORE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564664,eng;ita,2009,-,-,-,-,-,Colore; Wayfinding; Semiotica; Comunicazione; Significazione; Cognizione.,01.1 Articolo in Rivista,none,2,"ZINGALE, SALVATORE;M. PASTORE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564830,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"DE LUCCHI, MICHELE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564835,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"DE LUCCHI, MICHELE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/564879,eng,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,2,"CIPOLLA, CARLA;MANZINI, EZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/565069,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/565185,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SCOPEL, ELENA;PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/565445,-,2003,-,nazionale,Aiap,ITA,Milano,-,01.1 Articolo in Rivista,none,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/565655,eng;ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/566190,-,2007,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"PONTI, MARCO GUIDO;SCOPEL, ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/570247,eng,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BARBARA, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/570256,-,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BARBARA, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/570322,ita;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"CELI, MANUELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/570383,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"GUIDA, FRANCESCO ERMANNO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/570746,eng,2009,-,-,-,-,-,ecommerce; user experience; assessment; tool; customer journey,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BRUGNOLI, GIANLUCA;MANGIARACINA, RICCARDO;PEREGO, ALESSANDRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/571784,ita,2010,-,-,-,-,-,Disegni; Jabach; Louvre; Boltraffio; Luini; Solario,01.1 Articolo in Rivista,none,2,"MARANI, PIETRO;Pietro C."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/572156,eng,2009,-,-,-,-,-,interaction design; user experience design; tool; customer journey; pervasive computing; mobile,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BRUGNOLI, GIANLUCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/572346,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573686,por;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573703,ita,2008,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573704,ita,2007,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573706,ita,2006,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573708,ita,2004,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573751,ita,2006,-,-,-,-,-,-,01.1 Articolo in Rivista,none,3,"IANNILLI, VALERIA MARIA;GEROSA, GIULIA MARIA;BALDI, CLAUDIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573830,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"PIARDI, SILVIA ELVIRA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573926,ita,2008,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573938,ita,2010,-,-,-,-,-,design house boat navigare lento,01.1 Articolo in Rivista,none,1,"PIARDI, SILVIA ELVIRA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/573943,ita;eng,2010,-,-,-,-,-,Curricula in design; integrazione didattica-ricerca; didattica del design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIZZOCARO, SILVIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574045,eng,2010,-,-,-,-,-,Historic towers; Brick and stone masonry; Crack pattern; Diagnosis; Pseudocreep test; Acoustic emission monitoring,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,5,"ANZANI, ANNA;BINDA, LUIGIA;A. Carpinteri;S. Invernizzi;G. Lacidogna"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574079,ita;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574080,eng;ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574081,eng;ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574108,ita;eng,2002,-,-,-,-,-,-,01.1 Articolo in Rivista,none,2,"COLLINA, LUISA MARIA VIRGINIA;GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574113,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,2,"COLLINA, LUISA MARIA VIRGINIA;GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574134,chi,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574136,eng;ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574138,eng;ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574148,eng;ita,2005,-,-,-,-,-,design della comunicazione; ricerca e didattica di base,01.1 Articolo in Rivista,none,1,"CARATTI, ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574149,eng;ita,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"CARATTI, ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574151,ita;eng,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"CARATTI, ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574152,-,2002,-,nazionale,-,-,-,-,01.1 Articolo in Rivista,none,1,"CANINA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574157,ita,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574375,eng,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"D. Ballardin;BRUNO, DAVIDE MARIA;ROVIDA, EDOARDO GIOVANNI MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574455,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"BERNABEI, MICHEL;PREATONI, EZIO;M. Mendez;PICCINI, LUCA;M. Porta;ANDREONI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/574886,eng,2009,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"COLOMBI, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/575063,eng;ita,2004,-,internazionale,Progetto Editrice,ITA,Milano,-,01.1 Articolo in Rivista,none,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/575169,ita;eng,1991,-,internazionale,-,-,-,Ciclo di vita dei prodotti industriali; sostenibilità; durabilità dei prodotti,01.1 Articolo in Rivista,none,1,"PIZZOCARO, SILVIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/575170,eng;ita,1992,-,internazionale,-,-,-,Strategie di recupero e riciclaggio dei prodotti; Design for disassembling,01.1 Articolo in Rivista,none,1,"PIZZOCARO, SILVIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/575384,fra,2010,-,-,-,-,-,Leonardo; pittura; mito; fortuna,01.1 Articolo in Rivista,none,1,"MARANI, PIETRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/575538,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,8,"S. Benedetto;BERNELLI ZAZZERA, FRANCO;BERTOLA, PAOLA;M. Cantamessa;CERI, STEFANO;RANCI ORTIGOSA, COSTANZO;A. Spaziante;R. Zanino"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578003,eng,2010,Esperti anonimi,-,-,-,-,public policies; automotive industry; product-service system; PSS; sustainability; environmental impact reduction; functional economy; policy instruments; design; policy measures,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CESCHIN, FABRIZIO;VEZZOLI, CARLO ARNALDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578127,eng,2010,-,-,-,-,-,sensoriality; Atlas; material; design education.,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"ROGNOLI, VALENTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578292,ita,2010,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578293,ita,2010,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578294,ita,2010,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578295,ita,2010,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"MUSANTE, FULVIO;ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578297,ita,2010,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"CESTER, CLAUDIA;E. Righetti;ROSSI, MAURIZIO;MUSANTE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578523,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"BOERI, CRISTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578673,eng,2010,-,-,-,-,-,design policy; Innovation policy; bottom up approach; design for local development; market of ideas; design for MSMEs innovation,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"ARQUILLA, VENANZIO;BIANCHINI, MASSIMO;MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578875,ita;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578876,ita;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578883,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578885,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578900,ita;eng,2010,-,-,-,-,-,Luce; Qualità; Caratteri Espressivi,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/578901,ita;eng,2010,-,-,-,-,-,Mostra; Hopper; Luce,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/579217,eng,2011,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"W. Van den Broeck;C. Gioannini;B. Gonçalves;QUAGGIOTTO, MARCO;V. Colizza;A. Alessandro"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/579244,ita;spa,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/579331,ita,2010,-,-,-,-,-,Design beni culturali; rappresentazione; ricerca metodologica; applicazioni; standards,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"AMORUSO, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580174,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"MAFFII, SILVIA MARGHERITA;Parolin R.;PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580176,ita,2010,-,-,-,-,-,Trasportation policy; economic theory; Italian infrastructural system,01.1 Articolo in Rivista,none,1,"PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580235,eng;ita,2010,-,-,-,-,-,Formazione e design; Design education; Ricerca e design; Design research,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PENATI, ANTONELLA VALERIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580236,eng;spa,2010,-,-,-,-,-,Design approccio systemico; Design and systemic approach; Rapporto teoria e pratica; Relationship design theory and practice,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PENATI, ANTONELLA VALERIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580245,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580363,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARIS, SILVIA DEBORAH"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580480,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PONTI, MARCO GUIDO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580487,ita,2011,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,none,2,"PONTI, MARCO GUIDO;LAURINO, ANTONIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580557,ita;eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"ARQUILLA, VENANZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580559,eng;ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"ARQUILLA, VENANZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580610,eng;ita,2011,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580611,chi,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580613,chi,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580851,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,4,"BIANCHI, MATTIA;CAMPODALL'ORTO, SERGIO;FRATTINI, FEDERICO;VERCESI, PAOLO EMILIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/580852,eng,2011,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"GADDI, ROSSANA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/581681,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"VOLONTE', PAOLO GAETANO;W. Bijker;C. Grasseni"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/581702,ita,2010,-,-,-,-,-,conversione funzionale; ri-funzionalizzazione; rigenerazione urbana; adaptive reuse; ex Ansaldo; Chipperfield,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAMOCINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/581955,ita,2010,-,-,-,-,-,Ospitalità; ricettività; hotel; albergo; design,01.1 Articolo in Rivista,none,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582051,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,7,"MARCHIONNI, GIOVANNA;BORGHETTI, FABIO;GANDINI, PAOLO;PONTI, MARCO;L. CAVARRA;G. PROIETTI;G. RAINOLDI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582103,ita,2011,-,-,-,-,-,design; materiali; innovazione; linguaggi espressivi; performance materiche,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582113,ita;eng,2011,Comitato scientifico,-,-,-,-,product design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582420,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582424,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582426,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582500,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"DELL'ACQUA BELLAVITIS, ARTURO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582583,eng,2010,-,-,-,-,-,design for all; Disabled people; Interaction design; Communication systems design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"COSTA, FIAMMETTA CARLA ENRICA;PILLAN, MARGHERITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582649,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582651,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582652,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582653,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/582655,ita,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"RATTI, ANDREA"
