dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051272	Progetto  Industria	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051278	Progettualit� Istituzioni  Societ�	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	progettuali
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111051279	Progettualit�  finanza	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	progettuali;finanza
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311576681	 strumenti  viaggio Noorda  lﾒeditoria  Touring titolo inglese  tools  travel Noorda   publishing activity   Touring Club	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	viaggi;noorda;via;inglese;titolo;club;tito
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311577679	 conversazione  User Centred Design  dintorni	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	azione;user
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311580485	 liberalizzazioneregolazione  trasporti  livello regionale	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	era;trasporti;azione
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311580602	Case history  museo all�albergo diffuso  nuovo modello  ospitalit� italiana	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	italia;nuovo;museo;case;uso;diffuso;albergo;history
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311580860	 brand  territorio	Parente Marina	Associate Professor	ICAR/13 - Disegno Industriale	brand
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311580906	 segno continuo  microstoria  grafica	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	micro;segno
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311582876	Virtual Reality Systems  Industrial Design Application	Pignatel Alice	Not in design department	ICAR/13 - Disegno Industriale	applicati;system;real
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311593083	Cronologia  progetti  Noorda   titolo  inglese Chronology  Noordaﾒs designs  	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	progetti;noorda;inglese;titolo;tito
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311593084	Progettare alfabeti  scritture digitali Contesto struttura obiettivi  un'esperienza  formazione	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	esperienza;formazione;azione;testo;fab;test
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311604288	Interagire  modelli    design   contesto  revisione progetto  sala virtuale	Brevi Fausto	Associate Professor	ICAR/17 - Disegno	era;modelli;visione;virtuale;testo;sala;test
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311604290	  banalizzazione  linguaggio  rendere impossibile l'ovvio titolo  inglese   impoverishment  language that makes  obvious impossible	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	linguaggi;azione;possibile;rendere;inglese;titolo;tito
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311605886	Ultimi Fuochi Visioni  citt� mediterranee  design  paesaggio	Pierluisi Gabriele	Design e Culture	ICAR/13 - Disegno Industriale	paesaggi;saggi;terra
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311605887	 volo d�uccello Paesaggi delle ipercitt� mediterranee	Pierluisi Gabriele	0	ICAR/13 - Disegno Industriale	paesaggi;saggi;terra
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608180	Oggettiamici compagni  strada Objectfriends journey companions	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	strada;journey
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608308	 design aperto  discreto  Franco Albini	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	aperto;albini;franco
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608455	Scenografie  Conversazione  Giampiero Bosoni  Piero Polato	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	azione;piero
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608456	Allestimenti  Conversazione  Giampiero Bosoni  Piero Polato	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	azione;piero
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608461	Interni  Conversazione  Giampiero Bosoni  Piero Polato	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	interni;azione;piero
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608464	Eero Saarinen	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311608733	Passos iniciais para m�todos  pesquisa reflex�es sobre curso piloto  pesquisa  designSteps  research methods  beginners reflections from  pilot course  research methods  design	Pizzocaro Silvia Luisa	Full Professor	ICAR/13 - Disegno Industriale	research;passo
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311609173	Competition Regulation  Public Service Obligations	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	service;public
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311609283		Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311631612	Rappresentazione design oriented   valorizzazione   sviluppo territoriale	Amoruso Giuseppe	Associate Professor	ICAR/17 - Disegno	rappresentazione;valori;valorizzazione;azione;valorizza;oriented
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311632815	 sensi argomentati Totalit�  sensorio  accesso sinestesico alle informazioni	Ricco' Dina	Design e Culture	ICAR/13 - Disegno Industriale	senso;sensi;accesso;sensorio
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311633906	Made  quale Italia	Villani Paola Maria Chiara	Not in design department	ICAR/13 - Disegno Industriale	italia;quale
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311635448	Visuale alimentare Forme  narrazione quotidiana	Bucchetti Valeria Luisa	Associate Professor	ICAR/13 - Disegno Industriale	forme;azione
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311637392	Spaces  innovative communities between immanence  figuring	Rebaglio Agnese	Assistant Professor	ICAR/13 - Disegno Industriale	spaces;between
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311637737	Figure  PERIGRAFIA  designer  cornici autori  forme dell'accesso	Baule Giovanni	Full Professor	ICAR/13 - Disegno Industriale	forme;figure;accesso
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311638126	Mobile  collaborative Mobile phones digital services  sociocultural activation	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	cultura;service;ora;cult;lab;socio
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311639915	  deux	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311641334	Trentino  Politecnico  proficua collaborazione  Istituzioni Imprese  Universit� Trentino  Politecnico  fruitful collaboration between Institutions Companies  Universities	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	politecnico;azione;collaborazione;ora;between;siti;lab;poli
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311641746	 misura d'uomo Esperienze  design antropocentrico   comunicazione	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	comunicazione;centri;azione;uomo;comuni
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311642325	L'emergere  designerimpresa	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	impresa
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311642327	Artigiano oggi Comprendere  processi innovativi contemporanei  design nuove forme  progetto  creativit�  evoluzione  modelli  produzione	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	modelli;nuove;creativi;innovativi;forme;arti;tempo;oggi;comprendere;ora;rendere;temporanei
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311642337	  economia politica baby Alcune domande  Carlo Petrini   movimento SLOW	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	domande;economia;carlo;car;eco;oma;poli
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311642338	onSite  strategic  service design  change  fashion cycle	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	service;fashion;cycle
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311643537	Type come design  progetto  sistemisoglia  l'acceso  contenuto testuale	Baule Giovanni	Full Professor	ICAR/13 - Disegno Industriale	sistemi;temi;soglia;test
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311643725	 progetto sostenibile  sistema prodotto  processo progettuale	Vignati Giorgio	Not in design department	ICAR/13 - Disegno Industriale	prodotto;tema
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311643727	Buoni propositi   futuro	Fois Luca	Not in design department	ICAR/16 - Architettura Degli Interni E Allestimento	futuro;siti;buon
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311645149	Leggere  guardare  pittogrammi   Noorda   Touring Club	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	guarda;noorda;dare;club
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311663833	 formazione designdriven percorsi creativi  genio  regolatezza	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	creativi;formazione;azione;corsi
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311664145	 AMBIENTI   LUOGHI  GENERANO INNOVAZIONE	Dominoni Annalisa	Assistant Professor	ICAR/13 - Disegno Industriale	innovazione;era;luoghi;azione
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311664200	Comunicare  Design	Dell'acqua Bellavitis Arturo	Full Professor	ICAR/13 - Disegno Industriale	comunicare;comuni;car
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311664824	 gioco rende autenticamente umani	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	gioco;mani
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311665273	Preserving heritage  living memory	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	heritage;living
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311665279	 nuova citt� dell'accoglienza  Riva  Gardfa  concorso come strumento  rinnovamento urbano	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	urbano;concorso;corso;riva
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311665282	Esopo Argentino	Irace Fulvio	Full Professor	ICAR/18 - Storia Dell'Architettura	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666372	 Clock time design design time	Dell'acqua Bellavitis Arturo	Full Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666656	 fabbriche  sogni  Dream Factori	Dell'acqua Bellavitis Arturo	Full Professor	ICAR/13 - Disegno Industriale	sogni;fab
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666915	 domande arrivano adesso	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	domande;oma;riva
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311667584	What   possible relations between social business anddesign	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	business;between
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311668149	Laboratorio  Costruzione dell'Architettura	Daglio Laura	Not in design department	SPS/07 - Sociologia Generale	architettura;laboratori;ora;lab
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311675772	Creativit�  sperimentazione materica	Ferrara Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	creativi;sperimentazione;azione
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311686927	Modelli collaborativi  l'innovazione designdriven	Cautela Cabirio	Associate Professor	ICAR/13 - Disegno Industriale	innovazione;modelli;azione;ora;lab
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311689080	DesignInnovazioneBrevetto	Bosoni Giampiero	Full Professor	ICAR/16 - Architettura Degli Interni E Allestimento	innovazione;azione;breve
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690035	 territorio come fattore attrattivo	Lupo Eleonora	Associate Professor	ICAR/13 - Disegno Industriale	atti;fattore
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690729	Stile  Olivetti	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692844	Storie visive	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	storie
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692900	Senza interruzione	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	senza
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693068	L�evoluzione delle architetture  turismo   commercio  Italia  loro forza simbolica  funzionale nello sviluppo della societ� moderna	Gerosa Giulia Maria	Associate Professor	ICAR/13 - Disegno Industriale	italia;merci;turismo;oro
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693917	 luogo  divenire	Simionato Barbara	Not in design department	ICAR/13 - Disegno Industriale	luogo
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311736767	Ritorno all'utopia	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311762103	Psychometric evaluation with BrainComputer Interface	Perego Paolo	Research Fellow	ICAR/13 - Disegno Industriale	computer;home
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311762132	Analisi preliminare della strutturazione prospettica delle quadrature nelle volte  copertura della Chiesa  Santa Maria  Valleombros	Buratti Giorgio	Research Fellow	ICAR/13 - Disegno Industriale	prospettica;analisi;azione;santa;mar
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765658	  discipline	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	line
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765661	Designing interactions relations  experiences	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	era;designing;experience;interaction
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765662	Designing interactions  shape systems  organisations	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	era;designing;system;interaction
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765663	Exploring  collaborative service models	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service;ora;lab
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765666	Imaging future directions  service systems	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service;system
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765667	Enabling sustainable behaviours  mobility through service design	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	mobili;service;sustainable;through
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765669	   design  services What  design  services	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765671	What  profiles   service designer	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765672	 emerging economy	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	eco
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765674	Appendix   open conversation	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	conversation;open
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765675	Appendix  tools  design  services	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	service
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311765676	Supporting social innovation  food networks	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	food;network
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881636	 fondo  disegni Alessandro Rimini Opere  silenzi   architetto milanese	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	milan;disegni;opere;alessandro
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311964291	COMUNICARE  MOVIMENTO	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	comunicare;comuni;car
2011	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311964292	 SISTEMA ALLESTITIVO	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	tema
