dateissued	typefull	identifier	title	descriptionallpeople																																		
2016	 Contributo  Atti  convegno	httphandlenet113111000317	 colore nellabitare secondo  Ponti   guerra  ricostruzione  pagine della rivista Stile	Rossi	 Michela Buratti	 Giorgio																																
2016	 Contributo  Atti  convegno	httphandlenet113111000318	 Disegno come manifesto  Stile  Ponti   codici della rappresentazione  rinnovamento  progetto Design  manifesto  Stile  Ponti  representation codes   project renewal	Iarossi	 Maria Pompeiana Mele	 Giampiero Rossi	 Michela																															
2016	 Contributo  Atti  convegno	httphandlenet113111000570	Systems  Design Beyond Processes  Thinking	Celi	  Formia	  Franzato	  Imbesi	  Peduccio	   Hernandis	  Celaschi	 																											
2016	 Contributo  Atti  convegno	httphandlenet113111001252	Narrative Objectification Processes  Methodology  Value Creation through Narratives	Iannilli	 VALERIA MARIA Penati	 ANTONELLA VALERIA Vacca	 Federica																															
2016	 Contributo  Atti  convegno	httphandlenet113111001327	 case based discussion   role  Design Competences  Social Innovation	Komatsu	   Celi	  Deserti	  Rizzo	 																														
2016	 Contributo  Atti  convegno	httphandlenet113111002790	 narratives   supports Remediating Design Culture   translation  transmedia artefacts	Ciastellardi	 Matteo  Kerckhove	 Derrick																																
2016	 Contributo  Atti  convegno	httphandlenet113111004077	DESIGN  PROTOTYPING   FLEXIBLE PREFABRICATED MODULE  LOFT CONVERSIONS  MADE  ITALY NATIONAL RESEARCH PROGRAMME	Daglio	 Laura Gerosa	 Giulia																																
2016	 Contributo  Atti  convegno	httphandlenet113111004778	Translating Place Identity into Transmedia Communication Systems Communication Design Process  Methods	Scuri	 Sabrina Chiodo	 Elisa Calabi	 Daniela																															
2016	 Contributo  Atti  convegno	httphandlenet113111005171	Design  translation activity  semiotic overview	Zingale	 Salvatore																																	
2016	 Contributo  Atti  convegno	httphandlenet113111005214	KNITWEAR DESIGN  VISIONS SMART PROJECT   traditional craft methodologies  evolving into  scenarios thanks  technological innovation	Motta	 Martina Gallarati	 Federica Conti	 Giovanni Maria dell'Acqua Bellavitis	 Arturo																														
2016	 Contributo  Atti  convegno	httphandlenet113111005405	UNIVERSITIES  INDUSTRY NETWORKS  INNOVATE	Palmieri	  Amandolese	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111006109	 pragmatism   semiotic route  designing Understanding  inferential logics  sense attribution	Salvatore	 Zingale Felipe	 Domingues Dijon	  Moraes																															
2016	 Contributo  Atti  convegno	httphandlenet113111007145	Prefabricated expandable  portable houses   Italian magazine Domus from  Thirties	Feraboli	 Maria Teresa																																	
2016	 Contributo  Atti  convegno	httphandlenet113111007414	Designing materials experiences through passing  time  Material driven design method applied  myceliumbased composites	Parisi	 Stefano Rognoli	 Valentina Ayala Garcia	 Camilo																															
2016	 Contributo  Atti  convegno	httphandlenet113111007415	 emotional value  Yourself materials	Rognoli	 Valentina Ayala Garcia	 Camilo Parisi	 Stefano																															
2016	 Contributo  Atti  convegno	httphandlenet113111008143	Mapping   design test  refine  design framework   products	Vitali	 Ilaria Rognoli	 Valentina Arquilla	 Venanzio																															
2016	 Contributo  Atti  convegno	httphandlenet113111008145	 material experiences  Materials  Self production  wool filled starch based composite NeWool	Valentina Rognoli Camilo Ayala Garcia																																		
2016	 Contributo  Atti  convegno	httphandlenet113111009204	Optimizing  location  helicopter emergency medical service operating sites	Bruglieri	 Maurizio Cardani	 Cesare Putzu	 Matteo																															
2016	 Contributo  Atti  convegno	httphandlenet113111009513	 value  design  issue  vision creativity  interpretation	Fonseca Braga	 Mariana																																	
2016	 Contributo  Atti  convegno	httphandlenet113111012447	CampUS   design approach  support  social innovation  urban context	Fassi	 Davide Galluzzo	 Laura  Rosa	 Annalinda																															
2016	 Contributo  Atti  convegno	httphandlenet113111015493	Campus   window  Distributed Renewable Energy applied  Sustainable ProductService System	Vezzoli	  Piardi	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111017173	Creative Industries Cultural  Territorial Development Model  Pilots Demos  Experiment Case	Gaddi	 Rossana																																	
2016	 Contributo  Atti  convegno	httphandlenet113111017366	Studying Multicultural Diversity  Cities  Neighborhoods through Social Media Language Detection	Arnaboldi	  Brambilla	  Cassottana	  Ciuccarelli	  Ripamonti	  Vantini	  Volonterio	 																											
2016	 Contributo  Atti  convegno	httphandlenet113111017843	Hidden Public Spaces when  university campus becomes  place  communities	Fassi	 Davide Galluzzo	 Laura Rogel	 																															
2016	 Contributo  Atti  convegno	httphandlenet113111017847	Interior design  social science  applied research   places caring  hosting asylum seekers  refugees   city  Milan	Giunta	 ELENA ENRICA Rainisio	 Nicola Rebaglio	 Agnese																															
2016	 Contributo  Atti  convegno	httphandlenet113111017984	 Designdriven Material Innovation Methodology	Ferrara	  Lecce	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111018037	 anatomy  designintensive start	Cautela	  Simoni	  Colombo	 																															
2016	 Contributo  Atti  convegno	httphandlenet113111018226	Colour Education  Basic Methodology   Framework  Experiments  Colour  Lighting Design Teaching	Rossi	 Maurizio																																	
2016	 Contributo  Atti  convegno	httphandlenet113111018239	Warm white neutral white cold white  design   lighting fixtures  different working scenarios	Casciani	 Daria Musante	 Fulvio Rossi	 Maurizio																															
2016	 Contributo  Atti  convegno	httphandlenet113111018451	EXPLORING INTERDISCIPLINARY PRACTICES  EDUCATION  DESIGN DRIVEN PERSPECTIVE	Bertola	 Paola Vacca	 Federica Cavanna	 																															
2016	 Contributo  Atti  convegno	httphandlenet113111018554	Conceiving  nocturnal city through strategical  tactical urban lighting practices	Gentili	 Helena Casciani	 Daria																																
2016	 Contributo  Atti  convegno	httphandlenet113111018734	Regeneration through Design Comparing    phases  urban renewal strategies	Parente	 Marina Sedini	 Carla Simonelli	 Giuliano																															
2016	 Contributo  Atti  convegno	httphandlenet113111018737	Design  Idea  Idea	Guerrini	 Luca																																	
2016	 Contributo  Atti  convegno	httphandlenet113111018777	DRAWINGS  MANKIND PROJECTS  PLANS  IVREA	Conte	 Sara																																	
2016	 Contributo  Atti  convegno	httphandlenet113111018778	Colore  colorimetria Contributi multidisciplinari  	Conte	 Sara																																	
2016	 Contributo  Atti  convegno	httphandlenet113111018781	Designing     role  perspectives  design practices	Venanzio	 Arquilla Ilaria	 Vitali																																
2016	 Contributo  Atti  convegno	httphandlenet113111018782	 PERSPECTIVES   OPEN  PEER EDUCATIONAL MODEL  DESIGN FIELD  META PROJECT	Venanzio	 Arquilla Giuliano	 Simonelli Davide	 Genco Fabio	 Guaricci																														
2016	 Contributo  Atti  convegno	httphandlenet113111018783	Moving towards Service Dominant Logic  Manufacturing Sector Development   Tool  Inquiry	Sangiorgi	 Daniela 	 Jung  Sayar	 Deniz Allen	  Frank	 Nick																													
2016	 Contributo  Atti  convegno	httphandlenet113111018834	CrossCultural Perspective  Polytechnical Approach  Fashion Education  Case Study   ItaloChinese International Program		  Dell Acqua	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111018964	Social Design Management Design   Organisational Tool  Social Business Development		  Zurlo	 Francesco																																
2016	 Contributo  Atti  convegno	httphandlenet113111018985	Design  Gamification  Reshaping Relations  Services  Social Cooperatives	Cauro	  Fois	  Legramandi	  Melazzini	  	  Vignati	  Zurlo	 																											
2016	 Contributo  Atti  convegno	httphandlenet113111019016	Report Sessione Poetiche	Guerrini	 Luca Mengoni	 Angela Monti	 Gabriele																															
2016	 Contributo  Atti  convegno	httphandlenet113111019080	Scenario based design  inclusive touristic accommodations	Scullica	  Fossati	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111019083	ANTIFOULING WRAP  sustainable solutions  biofouling prevention	Ratti	 Andrea Bionda	 Arianna																																
2016	 Contributo  Atti  convegno	httphandlenet113111019088	Designing diagrams  social issues	Mauri	 Michele Ciuccarelli	 Paolo																																
2016	 Contributo  Atti  convegno	httphandlenet113111019090	 language  design   multicultural  multidisciplinary context	Ferraris	 SILVIA DEBORAH Bergamaschi	 Sara																																
2016	 Contributo  Atti  convegno	httphandlenet113111019309	Monocromi provocazioni estetiche  arte  design	Trocchianesi	 Raffaella Mazzanti	 Anna																																
2016	 Contributo  Atti  convegno	httphandlenet113111019322	Design  Ritual Crossed narratives among design anthropology  sociology	Pils	  Trocchianesi	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111019493	Products  communication platforms Investigating  designing  evolution  retail services   digital 	Vitale	   Pillan	 																																
2016	 Contributo  Atti  convegno	httphandlenet113111019545	Sustainable energy   system design tool   tool Estimator  Distributed Renewable Energy loadneed  production potential	Vezzoli	  Delfino	  Polon	 																															
2016	 Contributo  Atti  convegno	httphandlenet113111019606	 perspective tabernacle  Bitonti  Borromini  geometric protocol  baroque solid space	Giuseppe	 Amoruso																																	
2016	 Contributo  Atti  convegno	httphandlenet113111019758	Digital Archive  Temporary Exhibitions Enhancing  Design Culture	Trocchianesi	  Lupo	  Parrino	  Pedrazzini	  Spagnoli	 																													
2016	 Contributo  Atti  convegno	httphandlenet113111019900	Service Design  Public Sector Boosting innovation through design	Rizzo	  Deserti	  Cobanli	 																															
2016	 Contributo  Atti  convegno	httphandlenet113111020134	CADCAM  Jewellery Design Education	Cappellieri Alba	 Tenuta Livia	 Bernabei Roberta	 Ugur Secil																															
2016	 Contributo  Atti  convegno	httphandlenet113111022072	 restauro  contemporaneo  posizioni ortodosse  eterodosse	Baratin	  Bertozzi	  Devecchi	  Fazi	  Moretti	 																													
2016	 Contributo  Atti  convegno	httphandlenet113111026730	  Personalized Health System  SMARTA Project	Rivolta	 Massimo  Perego	 Paolo Andreoni	 Giuseppe Ferrarin	 Maurizio Baroni	 Giuseppe Galzio	 Corrado Rizzo	 Giovanna Tarabini	 Marco Bocciolone	 Marco Sassi	 Roberto																								
2016	 Contributo  Atti  convegno	httphandlenet113111027782	L'utilizzo della prospettiva nella tarsia Amon violante Tamar  coro  Santa Maria Maggiore  Bergamo	Buratti	 Giorgio																																	
2016	 Contributo  Atti  convegno	httphandlenet113111029656	Design  creativity enhancing innovative educational processes	Canina	 MARIA RITA Salvia	 Giuseppe Bruno	 Carmen																															
2016	 Contributo  Atti  convegno	httphandlenet113111029669	Digitally making   opportunity  skilling  empowerment	Salvia	 Giuseppe Canina	 MARIA RITA Bruno	 Carmen																															
