dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019117;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE RADICAL DESIGNIST;MADEC. Material Design Culture;ELETTRONICO;1;-0;"FERRARA, MARIA RITA;LECCE, CHIARA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;urban interior design; place activation;http://hdl.handle.net/11311/1019130;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IDEA;Reloading Spaces: How design makes urban spaces more liveable;STAMPA;3;-0;"CAMOCINI, BARBARA;PETRILLO, DANIELA;REBAGLIO, AGNESE";-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019149;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF FASHION STUDIES;In this issue;-0;3;-0;"Mora, E.;Rocamora, A.;VOLONTE', PAOLO GAETANO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019152;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF FASHION STUDIES;Feeding the imaginary;STAMPA;3;-0;"Mora, E.;Rocamora, A.;VOLONTE', PAOLO GAETANO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Design editoriale, design grafico, FOTOGRAFIA, libri;http://hdl.handle.net/11311/1019192;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GIORNALE DELLA LIBRERIA;Sulla corteccia del libro. La traduzione fotografica;ELETTRONICO;1;-0;BAULE, GIOVANNI;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019194;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STUDIES IN MATERIAL THINKING;Cartographic  Interfaces for Hybrid Spaces: Communication Design in the Spatial turn.;ELETTRONICO;2;-0;"BAULE, GIOVANNI;QUAGGIOTTO, MARCO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Traduzione editoriale, illustrazione, design della comunicazione;http://hdl.handle.net/11311/1019195;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOPPIOZERO;Tradurre/illustrare. Altre traduzioni: sul paradigma traduttivo;ELETTRONICO;1;-0;BAULE, GIOVANNI;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;cultura urbana, design del territorio;http://hdl.handle.net/11311/1019312;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ANANKE;Erranze nella città dell’immaginario. Forme contemporanee di esplorazione e narrazione urbana;-0;1;-0;TROCCHIANESI, RAFFAELLA;-0;;;;;;;;;;;;;;
-0;Esperti non anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019506;2014;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE INTERNATIONAL JOURNAL OF SUSTAINABILITY EDUCATION;Intercultural Dialog as a Strategy for a Sustainable Society: Case Studies from Italy.;ELETTRONICO;3;-0;"PILLAN, MARGHERITA;SUTEU, IRINA MARIA;GRANATA, ANNA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019507;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Ottobre 2015;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019508;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Novembre 2015;STAMPA;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019509;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Febbraio 2016;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019511;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Aprile 2016;STAMPA;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019512;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Giugno 2016;STAMPA;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019514;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Settembre 2016;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019516;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Ottobre 2016;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019519;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Novembre 2016;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019521;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Febbraio 2017;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019522;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Editoriale Nautech Aprile 2017;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019523;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Wind from the North;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019531;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NORDIC DESIGN RESEARCH CONFERENCE;Design and Social Innovation for the Development of Human Smart Cities;ELETTRONICO;3;-0;"Rizzo, F.;DESERTI, ALESSANDRO;COBANLI, ONUR MÜSTAK";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019546;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT;A design framework for enabling sustainability in the clothing sector;STAMPA;4;-0;"dos Santos, A.;Ceschin, F.;Suzana Barreto Martins, S. B.;VEZZOLI, CARLO ARNALDO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019568;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IDEA;URBAN + INTERIOR;STAMPA;5;-0;"Attiwill, Suzie;CRESPI, LUCIANO;FASSI, DAVIDE;Giunta, Elena Enrica;Hermida, Belen";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Heritage BIM, Paesaggi Urbani Storici, Sistemi di rilievo, Modelli 3D, Certosa di Bologna;ita;-0;http://hdl.handle.net/11311/1019569;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNARE CON...;Un BIM per l’identità dei paesaggi urbani storici. Applicazioni integrate di rilievo per il patrimonio architettonico della Certosa di Bologna;ELETTRONICO;2;-0;"AMORUSO, GIUSEPPE;MANTI, ANDREA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1019571;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT;Entrepreneurial design: the role of design as driver of entrepreneurial opportunity generation and assessment;-0;3;-0;"Teixeira, Carlos;DESERTI, ALESSANDRO;Mata Garcia, Laura";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng chi;;-0;http://hdl.handle.net/11311/1019647;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ZHUANGSHI;Living interiors in the digital age: the Smart Home;STAMPA;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Uffici;eng ita;;-0;http://hdl.handle.net/11311/1019648;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;Ufficio: una lunga evoluzione/The Office: a long evolution;STAMPA;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Centro Progetti Tecno;ita;-0;http://hdl.handle.net/11311/1019714;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIS / DESIGN;Il Centro Progetti Tecno. Dal clima partecipativo degli anni sessanta al design globale del nuovo millennio;ELETTRONICO;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1019716;2014;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PAD;The Post-digital era: towards a relational and sustainable approach;ELETTRONICO;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Abet Laminati;ita;-0;http://hdl.handle.net/11311/1019723;2014;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIS / DESIGN;Abet Laminati: il design delle superfici;ELETTRONICO;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;classicismo, ritorno alla figurazione, fortuna novecentesca di Piero della Francesca;ita;-0;http://hdl.handle.net/11311/1019724;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTISTA;Glyn Philpot, e la Toscana;STAMPA;1;-0;MAZZANTI, ANNA;-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Fede Cheti;ita;-0;http://hdl.handle.net/11311/1019725;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIS / DESIGN;Fede Cheti: 1936-1975. Tracce di una storia italiana;ELETTRONICO;1;-0;LECCE, CHIARA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1020040;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;Activating new strategies for the Lombardy Region and the Italian-Swiss border area: A cultural design approach;ELETTRONICO;2;-0;"GUGLIELMETTI, ILARIA;TROCCHIANESI, RAFFAELLA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1020384;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GSTF JOURNAL OF ENGINEERING TECHNOLOGY;Wayfinding Design and Accessibility. Experimental Research of new ways to approach the Landscape and Cultural Heritage for wider range of users;STAMPA;2;-0;"DE PAOLIS, ROBERTO;GUERINI, SILVIA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1020703;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF CIVIL & ENVIRONMENTAL ENGINEERING;Analysis of Adaptive Traffic Control Systems Design of a Decision Support System for Better Choices;-0;3;-0;"STUDER, LUCA PASINO;KETABDARI, MISAGH;MARCHIONNI, GIOVANNA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;Advanced Material, Material Design Culture, Design research, Madec, hydrophobic supermetal, aerographite, graphene, bullet-proof polymers, self-healing bio-concrete, bone polymer;http://hdl.handle.net/11311/1021257;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;La materia del futuro;-0;2;-0;"FERRARA, MARIA RITA;COGLIATI, NAIKE";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;tunnel safety;http://hdl.handle.net/11311/1021533;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LE STRADE;Piano digitale di emergenza;STAMPA;1;-0;BORGHETTI, FABIO;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;Rinascente, Milano, storia, archivi, Marcello Dudovich, Albe Steiner, Max Huber, Amneris Latis, Carlo Pagani, Gian Carlo Ortelli;eng ita;;-0;http://hdl.handle.net/11311/1021870;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;La Rinascente. Un laboratorio creativo / A creative laboratory;STAMPA;1;-0;FERABOLI, MARIA TERESA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;-0;http://hdl.handle.net/11311/1022010;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;100 Record. Design Italia 1928 - 2016;-0;1;-0;FINESSI, GIUSEPPE;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;;-0;http://hdl.handle.net/11311/1022047;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;SaloneSatellite. 20 anni di nuova creatività;-0;1;-0;FINESSI, GIUSEPPE;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;ita;nld;-0;http://hdl.handle.net/11311/1022051;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CARTADITALIA;Nuovi Maestri;-0;1;-0;FINESSI, GIUSEPPE;-0;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;-0;http://hdl.handle.net/11311/1023036;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ABITARE;L’abito fa il lavoro;STAMPA;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;design del gioiello, jewellery design, accessory design, fashion accessory, alba cappellieri, design innovation;http://hdl.handle.net/11311/1023042;2013;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ABITARE;Gioielli e design;ELETTRONICO;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;elio fiorucci, alba cappellieri, moda, design, accessorio moda, design del gioiello, jewellery design, museo del gioiello;http://hdl.handle.net/11311/1023043;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ABITARE;Elio Fiorucci, il designer dei Comportamenti;ELETTRONICO;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;ita;-0;http://hdl.handle.net/11311/1024730;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ANANKE;Ananke. Quadrimestrale di cultura, storia e tecniche della conservazione per il progetto (2015). Vol. 75;STAMPA;1;-0;CONTE, SARA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1026635;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;JOURNAL OF DESIGN, BUSINESS AND SOCIETY;Design-Intensive Start-Ups: A New Application Field for Design Thinking?;STAMPA;4;-0;"CAUTELA, CABIRIO;RAMPINO, LUCIA ROSA ELENA;COLOMBO, SARA;SIMONELLI, GIULIANO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;LUCE, ILLUMINOTECNICA, ILLUMINAZIONE DELLE OPERE D'ARTE;eng;-0;http://hdl.handle.net/11311/1026885;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LUCE;LA MADONNA ESTERHAZY DI RAFFAELLO;STAMPA;1;-0;MURANO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;interior, bedroom, hybrid space;http://hdl.handle.net/11311/1028380;2016;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL CORRIERE DELLA SERA;Non solo dolce dormire. La camera da letto è un territorio ibrido;STAMPA;1;-0;PICCINNO, GIOVANNA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng ita;;-0;http://hdl.handle.net/11311/1028407;2015;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MEMORIA E RICERCA;Made in Italy e design: costruire il brand moda;STAMPA;6;-0;"Scarpellini, E.;Pouillard, V.;Segre, R.;TURINETTO, MARCO;Puccinelli, E.;Sergio, G.";-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;;http://hdl.handle.net/11311/1030009;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ROOM;SPACE RESEARCH INSPIRES INNOVATION IN FASHION;STAMPA;2;-0;"DOMINONI, ANNALISA;Quaquaro, Benedetto";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;Comunicazione audiovisiva;ita;;http://hdl.handle.net/11311/1030321;2010;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CONVERGÊNCIAS;La silhouette come forma di rappresentazione privilegiata nel progetto della comunicazione.;-0;1;-0;CIANCIA, MARIANA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;;http://hdl.handle.net/11311/1030347;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ELISAVA TDD;From transmedia practice to transmedia design. The role of design in the development of transmedia projects.;-0;1;-0;CIANCIA, MARIANA;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;;Alba Cappellieri, Politecnico di Milano, Salvatore Ferragamo, accessory design, jewellery design, fashion design, design della moda, design del gioiello, design dell'accessorio, gioiello;http://hdl.handle.net/11311/1030608;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;Salvatore Ferragamo: 1927 il ritorno in Italia;STAMPA;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Zanetti Anton Maria, Leonardo da Vinci, caricature;http://hdl.handle.net/11311/1031723;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTE VENETA;Suggestioni leonardesche nella cultura e nelle caricature di Anton Maria Zanetti dell'Album Cini;-0;1;-0;MARANI, PIETRO;-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1031869;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;The New Aesthetic of DIY-Materials;STAMPA;2;-0;"AYALA GARCIA, CAMILO;ROGNOLI, VALENTINA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1031871;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;"Material Tinkering. An inspirational approach for
experiential learning and envisioning in product
design education";STAMPA;3;-0;"PARISI, STEFANO;ROGNOLI, VALENTINA;Sonneveld, Marieke";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1031899;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;New Vision On Knitwear Design. How the traditional craft methodologies are evolving into fashion international scenarios.;-0;3;-0;"AFFINITO, LAURA;CONTI, GIOVANNI MARIA;MOTTA, MARTINA";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1031909;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Micronarratives as the form of contemporary communication;ELETTRONICO;3;-0;"VENDITTI, SIMONA;PIREDDA, FRANCESCA;MATTANA, WALTER";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1031910;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Masters of Ceremonies. A design approach to participatory video;-0;3;-0;"PIREDDA, FRANCESCA;BERTOLOTTI, ELISA;VENDITTI, SIMONA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;Hannah Arendt;http://hdl.handle.net/11311/1031975;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Storytelling in design for social innovation and politics: a reading through the lenses of Hannah Arendt;-0;3;-0;"Virginia Tassinari;Francesca Piredda;BERTOLOTTI, ELISA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1031994;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE DESIGN JOURNAL;Empathy and Design. A new perspective;ELETTRONICO;2;-0;"DEVECCHI, ALICE;GUERRINI, LUCA";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/1032294;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ICAR;Methodological contributions to conservation and restoration of an inhabited interior. The case study of the University Campus by Giancarlo De Carlo in Urbino;STAMPA;4;-0;"BARATIN, LAURA;DEVECCHI, ALICE;Gasparetto, F.;Moretti, E.";-0;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1032380;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ITALIAN JOURNAL OF EDUCATIONAL TECHNOLOGY;IN MIGRANTS’ SHOES. A GAME TO RAISE AWARENESS AND SUPPORT LONG-LASTING LEARNING;-0;3;-0;"Antonacci, Francesca;BERTOLO, MARESA;MARIANI, ILARIA";-0;;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;-0;http://hdl.handle.net/11311/1032445;2017;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;Design actions with resilient local communities: Goals, drivers and tools;-0;2;-0;"FASSI, DAVIDE;SEDINI, CARLA";-0;;;;;;;;;;;;;;
