dc.relation.ispartofbook,dc.subject.keywordsita,dc.description.allpeople,dc.type.full,dc.type.circulation,dc.type.referee,dc.date.issued,dc.publisher.country,item.journal.title,item.openaireRights,dc.relation.medium,dc.publisher.name,dc.identifier.uri,dc.publisher.place,dc.subject.keywords,item.collection,dc.description.numberofauthors,dc.language.iso,dc.title
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1994,-0,OTTAGONO,none,-0,-0,http://hdl.handle.net/11311/662893,-0,cinema; audiovisivo; movie design; linguaggi della rappresentazione,-0,1,ita;eng,Il cinema a Venezia
-0,-0,M. Piazza,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1994,-0,ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692950,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Il dizionario del grafico
-0,-0,M. CECONELLO; MARESCOTTI L; SEDAZZARI M,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1995,-0,PIXEL,none,-0,"Editrice Il Rostro Sas:6A Via Monte Generoso, 20155 Milan Italy:011 39 2 39217306, 39262186",http://hdl.handle.net/11311/512828,-0,-0,01.1 Articolo in Rivista,3,ita,I Sistemi informativi geografici per la gestione dei beni culturali
-0,-0,F. Brevi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1995,-0,PIXEL,-0,-0,-0,http://hdl.handle.net/11311/516314,-0,-0,01.1 Articolo in Rivista,1,-0,L'immagine di sintesi come prototipo virtuale
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1995,-0,PLURIVERSO,-0,-0,-0,http://hdl.handle.net/11311/529484,-0,-0,01.1 Articolo in Rivista,1,ita,Prospettive genealogiche
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1995,-0,IMBALLAGGIO,none,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529489,-0,-0,-0,1,-0,Progetto Ambiente
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1995,-0,IMBALLAGGIO,none,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529490,-0,-0,-0,1,-0,Futuribili attuali
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1995,-0,IMBALLAGGIO,-0,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529491,-0,-0,01.1 Articolo in Rivista,1,-0,La ricerca guarda alla natura
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1995,-0,OTTAGONO,-0,-0,-0,http://hdl.handle.net/11311/662900,-0,cinema; colore; cultura audiovisiva.,01.1 Articolo in Rivista,1,ita,Lo schermo dipinto/The painted screen
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1995,-0,L'ARCA,-0,-0,-0,http://hdl.handle.net/11311/663542,-0,forrest gump; cinema; visione; immaginario,01.1 Articolo in Rivista,1,ita,Una città tra architettura e cinema
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1995,-0,L'ARCA,none,-0,-0,http://hdl.handle.net/11311/663544,-0,fotografia; Milano; visione; città,-0,1,ita,Dieci fotografi per Milano
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1995,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/663554,-0,cinema; immaginario; spazi urbani; spazi domestici.,01.1 Articolo in Rivista,1,ita,Lo spazio delle emozioni
-0,-0,S. Pizzocaro,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1995,-0,IMBALLAGGIO,none,-0,-0,http://hdl.handle.net/11311/685064,-0,-0,-0,1,ita,Vicino Oriente
-0,-0,M. CECONELLO; M.SEDAZZARI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1996,-0,PIXEL,none,-0,"Editrice Il Rostro Sas:6A Via Monte Generoso, 20155 Milan Italy:011 39 2 39217306, 39262186",http://hdl.handle.net/11311/512829,-0,-0,01.1 Articolo in Rivista,2,ita,Progetto di sistema di supporto alle decisioni per lo smaltimento dei rifiuti solidi urbani
-0,-0,D. CALABI; ALDO NORSA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1996,-0,IL GIORNALE ELETTRONICO DELL'EDILIZIA,none,-0,-0,http://hdl.handle.net/11311/524389,-0,-0,-0,2,ita,Qualità ambientale e progettazione
-0,-0,L. GUERRINI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1996,-0,T&T TRASPORTI E TRAZIONE,-0,-0,"Masson SPA:via Flli Bressan 2, I 20126 Milan Italy:011 39 02 27074286, EMAIL: aboonamenti@masson.it, INTERNET: http://www.masson.it, Fax: 011 39 02 27074210",http://hdl.handle.net/11311/525614,-0,-0,01.1 Articolo in Rivista,1,ita,Strade a righe. Effetti percettivi nella segnaletica orizzontale per le strade residenziali
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1996,-0,IMBALLAGGIO,none,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529492,-0,-0,-0,1,-0,Marchio d'origine
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663074,-0,-0,-0,1,ita,Il ruolo del progetto
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663075,-0,-0,01.1 Articolo in Rivista,1,ita,Triennale story
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663078,-0,-0,-0,1,ita,Reyner Banham
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663084,-0,-0,-0,1,ita,I nuovi tintori
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,TERRITORIO,none,-0,-0,http://hdl.handle.net/11311/663569,-0,territorio; spazio; tempo; linguaggio; immaginario; comunicazione; rappresentazione,-0,1,ita,Questioni di rappresentazione territoriale
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/689926,-0,-0,-0,1,ita;eng,Il Colore delle Cose
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/689927,-0,-0,-0,1,ita;eng,Il Design del Corpo
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/689928,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Brain Technology
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,MODO,-0,STAMPA,-0,http://hdl.handle.net/11311/689932,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Triennale di Milano
-0,-0,M. Piazza,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,STILEINDUSTRIA,-0,-0,-0,http://hdl.handle.net/11311/693755,-0,-0,01.1 Articolo in Rivista,1,eng;ita,La grafica su Marte 2000 / Graphics on Mars 2000
-0,-0,M. Piazza,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1996,-0,STILEINDUSTRIA,none,-0,-0,http://hdl.handle.net/11311/693767,-0,-0,-0,1,eng;ita,Dall'autore all'esercizio / From author to practice
-0,-0,P. VOLONTE',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,RIVISTA DI FILOSOFIA NEO-SCOLASTICA,none,-0,"Vita e Pensiero Pubblic University:Largo Gemelli 1, I 20123 Milan Italy:011 39 02 72342310, 011 39 2 72342370, EMAIL: redazione.vp@unicatt.it, Fax: 011 39 02 72342974",http://hdl.handle.net/11311/511801,-0,-0,-0,1,-0,Husserl e la filosofia come professione
-0,-0,R. MAJA; DI FELICE D; LIMONGELLI M.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1997,-0,T&T TRASPORTI E TRAZIONE,none,-0,"Masson SPA:via Flli Bressan 2, I 20126 Milan Italy:011 39 02 27074286, EMAIL: aboonamenti@masson.it, INTERNET: http://www.masson.it, Fax: 011 39 02 27074210",http://hdl.handle.net/11311/523970,-0,-0,-0,3,-0,Servizi ferroviari a orario cadenzato: Fondamenti metodologici
-0,-0,R. MAJA; SADA S.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1997,-0,T&T TRASPORTI E TRAZIONE,-0,-0,"Masson SPA:via Flli Bressan 2, I 20126 Milan Italy:011 39 02 27074286, EMAIL: aboonamenti@masson.it, INTERNET: http://www.masson.it, Fax: 011 39 02 27074210",http://hdl.handle.net/11311/523973,-0,-0,01.1 Articolo in Rivista,2,-0,Stima degli effetti delle emissioni da autotrazione ai fini del calcolo delle capacità in ambito urbano
-0,-0,L. GUERRINI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1997,-0,T&T TRASPORTI E TRAZIONE,-0,-0,"Masson SPA:via Flli Bressan 2, I 20126 Milan Italy:011 39 02 27074286, EMAIL: aboonamenti@masson.it, INTERNET: http://www.masson.it, Fax: 011 39 02 27074210",http://hdl.handle.net/11311/525615,-0,-0,01.1 Articolo in Rivista,1,ita,Aeroporti tra tecnologia e complessità urbana. Verso il territorio e la città
-0,-0,L. GUERRINI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1997,-0,T&T TRASPORTI E TRAZIONE,-0,-0,"Masson SPA:via Flli Bressan 2, I 20126 Milan Italy:011 39 02 27074286, EMAIL: aboonamenti@masson.it, INTERNET: http://www.masson.it, Fax: 011 39 02 27074210",http://hdl.handle.net/11311/525616,-0,-0,01.1 Articolo in Rivista,1,ita,Aeroporti tra tecnologia e complessità urbana. Architetture della tecnica
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,1997,-0,DOMUS,none,-0,-0,http://hdl.handle.net/11311/529483,-0,-0,-0,1,eng;ita,L'ecosistema industriale di Kalundborg
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1997,-0,IMBALLAGGIO,-0,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529493,-0,-0,01.1 Articolo in Rivista,1,-0,Il progetto del consumo
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,1997,-0,IMBALLAGGIO,-0,-0,"Etas SRL:Via Mecenate 89, 20138 Milan Italy:011 39 2 580841, Fax: 011 39 2 58012592",http://hdl.handle.net/11311/529498,-0,-0,01.1 Articolo in Rivista,1,-0,"Lisce, gassate, confezionate"
-0,-0,D. RICCO',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,IL VERRI,none,-0,"Edizioni Monogramma:Via Paolo Sarpi 9, 20154 Milan Italy:011 39 02 3319455, EMAIL: ilverri@tiscalinet.it, Fax: 011 39 02 3319455",http://hdl.handle.net/11311/531551,-0,-0,-0,1,-0,Stereotipìe dell'ascolto
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,URBANISTICA,-0,-0,-0,http://hdl.handle.net/11311/662989,-0,tempo; città; cinema; visione; immaginario,01.1 Articolo in Rivista,1,ita;eng,Rappresentare le temporalità urbane
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663099,-0,-0,01.1 Articolo in Rivista,1,ita,Il tempio del lavoro
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663101,-0,-0,-0,1,ita,La Ville Lumière [II parte]
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663104,-0,-0,01.1 Articolo in Rivista,1,ita,La Ville Lumière [I parte]
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663110,-0,-0,01.1 Articolo in Rivista,1,ita,Kitchen
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663158,-0,-0,-0,1,ita,Vetrine
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,RASSEGNA,none,-0,-0,http://hdl.handle.net/11311/663162,-0,-0,-0,1,ita,Minuteria anonima nel progetto degli uffici tecnici
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/689917,-0,-0,01.1 Articolo in Rivista,1,ita;eng,L’imballaggio Ecologico
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/689918,-0,-0,-0,1,ita;eng,Verso una Durata delle Cose
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/689919,-0,-0,-0,1,ita;eng,Architettura di Luce
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/689920,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Progettare il Punto Vendita
-0,-0,R. Mangiarotti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/689924,-0,-0,-0,1,ita;eng,Ufficio a Tempo
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692720,-0,-0,-0,1,eng;ita,È solo design. Corso di Laurea in Disegno Industriale
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/692731,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Sul diritto d’autore. La prima legge per il design
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/692736,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Idonei all'uso. Le certificazioni di prodotto in Inghilterra
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692748,-0,-0,-0,1,ita;eng,Economia informa. Più design
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/692751,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Componenti e finiture per l'edilizia. SAIEDUE 97
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/692820,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Toyo Kitchen. Uomini e imprese
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/692824,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Milano moderna. Architettura e città. Atlante. Tendenze dall'architettura europea
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692859,-0,-0,-0,1,eng;ita,Sinergie tra prodotti. Euromobil cucine
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692861,-0,-0,-0,1,eng;ita,Ad ampio raggio d’azione. Feg
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692880,-0,-0,-0,1,eng;ita,Parliamo di luce. Status
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693249,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Design Management
-0,-0,G. L. Ciagà,01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,-0,-0,1997,-0,OP. CIT.,none,-0,-0,http://hdl.handle.net/11311/562609,-0,-0,-0,1,-0,"I modi del restauro. Convegno internazionale per il restauro della Biblioteca di Viipuri di Alvar Aalto, Milano Palazzo della Triennale, 21-23 novembre 1996"
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,-0,-0,1997,-0,GAP CASA,none,-0,-0,http://hdl.handle.net/11311/692729,-0,-0,-0,1,ita;eng,Perché un libro su Enzo Mari
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,-0,-0,1997,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693324,-0,-0,01.2 Recensione in Rivista,1,ita;eng,Ettore Sottsass Jr. De l'objet à l'environnement
-0,-0,L. GUERRINI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1998,-0,URBANISTICA DOSSIER,none,-0,"INU Edizioni Srl Piazza Farnese, 44 00186 Roma - Italia",http://hdl.handle.net/11311/525617,-0,-0,-0,1,ita,Sulle tracce della strada. Quattro progetti dimenticati
-0,-0,"Pizzocaro, SILVIA LUISA",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,"Sì, ma tipo non specificato",1998,-0,THE INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,-0,-0,-0,http://hdl.handle.net/11311/529482,-0,Industrial ecosystems; Sustainable growth,01.1 Articolo in Rivista,1,eng,Steps to industrial ecology: reflections on theoretical aspects
-0,-0,D. RICCO',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,MODO,none,-0,"Ricerche Design Editrice SRL:Via Roma 21, I 20094 Corsico Italy:011 39 02 4491149, 4405544, EMAIL: edit.modo@flashnet.it, Fax: 011 39 02 4405544",http://hdl.handle.net/11311/531550,-0,-0,-0,1,-0,Tra pittogrammi e icone
-0,-0,G. L. Ciagà,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/562601,-0,Archivi di architettura e design; disegno di progetto; catalogazione; Luciano Baldessari; architettura italiana XX secolo; futurismo; razionalismo; Milano; Rovereto,-0,1,ita,Luciano Baldessari
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663165,-0,-0,01.1 Articolo in Rivista,1,ita,Bello razionale
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,MODO,none,-0,-0,http://hdl.handle.net/11311/663168,-0,-0,-0,1,ita,Design in Toscana
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,MODO,-0,-0,-0,http://hdl.handle.net/11311/663173,-0,-0,01.1 Articolo in Rivista,1,ita,Soffi di vetro
-0,-0,M. C. Tonelli Michail,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,1998,-0,BOLLETTINO ARCHITETTI,none,-0,-0,http://hdl.handle.net/11311/665463,-0,-0,-0,1,ita,Il design a Firenze
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692430,-0,-0,01.1 Articolo in Rivista,1,ita,Tecnologia. I grandi navigatori
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692431,-0,-0,01.1 Articolo in Rivista,1,ita,Tecnologia. La generazione intelligente
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692432,-0,-0,01.1 Articolo in Rivista,1,ita,Tecnologia. Le tecnologie del comunicare
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692434,-0,-0,01.1 Articolo in Rivista,1,ita,Tecnologia & Natura. Le linee del drago
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,none,-0,-0,http://hdl.handle.net/11311/692436,-0,-0,-0,1,ita,Tecnologia & Natura. La casa solare
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,none,-0,-0,http://hdl.handle.net/11311/692438,-0,-0,-0,1,ita,Tecnologia & Natura. Verde naturale e verde artificiale
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,none,-0,-0,http://hdl.handle.net/11311/692442,-0,-0,-0,1,ita,Tecnologia & Natura. La terza pelle
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,-0,-0,-0,http://hdl.handle.net/11311/692444,-0,-0,01.1 Articolo in Rivista,1,ita,Tecnologia & Natura. La casa multimediale
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,CASE DA ABITARE,none,-0,-0,http://hdl.handle.net/11311/692446,-0,-0,-0,1,ita,Tecnologia & Natura. La casa automatica
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,OFX. OFFICE INTERNATIONAL,-0,-0,-0,http://hdl.handle.net/11311/692632,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Il crostaceo telematico / The Telematic Crustacean
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,OFX. OFFICE INTERNATIONAL,none,-0,-0,http://hdl.handle.net/11311/692640,-0,-0,-0,1,eng;ita,Deutsche Bahn: il ridisegno delle stazioni ferroviarie tedesche / Deutsche Bahn: the Re-Design of German Railway Stations
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,OFX. OFFICE INTERNATIONAL,-0,-0,-0,http://hdl.handle.net/11311/692644,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Spin-off: i trasferimenti di tecnologie / Spin-off: Technology Transfers
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,OFX. OFFICE INTERNATIONAL,-0,-0,-0,http://hdl.handle.net/11311/692648,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Design della luce / Design of Ligth
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,OFX. OFFICE INTERNATIONAL,-0,-0,-0,http://hdl.handle.net/11311/692649,-0,-0,01.1 Articolo in Rivista,1,ita;eng,L'era Spaziale del prossimo millennio / The Space Age of the Next Millennium
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693261,-0,-0,01.1 Articolo in Rivista,1,eng;ger;ita,Economia informa.  The single market
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693263,-0,-0,01.1 Articolo in Rivista,1,ita;eng;ger,Il ruolo strategico del design
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693270,-0,-0,01.1 Articolo in Rivista,1,eng;ger;ita,Abitare il tempo. I mutamenti del mercato
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693272,-0,-0,01.1 Articolo in Rivista,1,ita;ger;eng,La Germania e la certificazione di prodotto dei marchi di qualità
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693276,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Economia informa. Hong Kong Interior
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,1998,-0,GAP CASA,-0,-0,-0,http://hdl.handle.net/11311/693278,-0,-0,01.1 Articolo in Rivista,1,eng;ita,I complementi animati
